dispute,dem,growth,allies,contig,capratio,trade,py,pys1,pys2,pys3,contdisp,prefail,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34
0,-9,-9.8500004,1,1,2.1300001,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.6399999,0,0,70.059998,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1.08,0,0,75.93,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,3.53,1,1,14.65,.0138,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-.40000001,0,0,120.46,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.58,0,1,4.48,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.14,1,0,8.6700001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2.8499999,0,1,6.9299998,.0096000005,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.96,0,0,365.19,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.88,0,0,32.470001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,2.9100001,0,0,11.91,.0041999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.85,0,0,165.85001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.27,0,0,755.52002,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.95,0,0,731.81,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.8099999,1,0,1579.3199,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,.37,1,1,12,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,4.0900002,0,0,145.89,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.1700001,0,0,29.360001,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.53,1,0,655.33002,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-5.4200001,0,0,652.20001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-.63999999,0,0,103.92,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5,.19,0,0,11.34,.0018,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-5.29,0,0,38.25,.0044,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.0099999998,0,0,17.370001,0,13,-404.38232,-1209.5294,-1528.6765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.98,1,1,1.3200001,.0031999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.19,0,0,44.400002,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,1.76,0,1,22.09,.0022,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,4.0599999,0,0,54.599998,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,2.6099999,0,0,53.580002,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.58,0,0,19.41,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-.60000002,0,0,703.31,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,3.52,1,1,32.450001,0,13,-404.38232,-1209.5294,-1528.6765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2.8499999,0,0,1.3200001,.0071999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-10.83,0,0,169.32001,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-9.8500004,0,0,60.98,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.66,0,0,34.57,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.02,1,0,562.34003,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.4400001,0,0,456.17999,0,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-1.98,0,0,549.14001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2.8499999,1,0,13.17,.0022,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.27,0,0,237.00999,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.6700001,0,0,586.75,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.88,0,0,107.59,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,5.0100002,0,1,3.79,.0044,13,-404.38232,-1209.5294,-1528.6765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4.6999998,1,0,13.71,.0014,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,3.5699999,1,0,3.55,.00060000003,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,5.0599999,1,1,2.1099999,.0027999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2.4300001,1,1,15.12,.015,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.9100001,0,0,17.809999,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.79000002,1,1,1.28,.0062000002,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1.96,0,0,54.16,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,3.53,0,0,308.66,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.5599999,0,0,14.91,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1.7,1,1,21.440001,.02,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.88,0,0,156.37,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,.75999999,1,1,1.26,.0057999999,13,-404.38232,-1209.5294,-1528.6765,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.1900001,0,0,7.3800001,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,2.3800001,1,1,15.31,.0016,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.079999998,0,0,11.69,.0014,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6,-1.42,1,1,1.25,.00079999998,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,3.53,1,0,105.03,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-6.7199998,0,0,258.70999,.0022,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-2.22,0,0,200.07001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-3.8099999,0,0,589.82001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.27,0,0,177.94,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.1800001,0,0,30.059999,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.96,0,1,1.5599999,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.1500001,0,1,11.06,.0096000005,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,2.78,1,1,1.4299999,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.6800001,0,0,226.12,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.41999999,0,0,711.07001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1.08,0,0,475.17001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,3.53,0,0,37.330002,.00079999998,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-7.71,0,0,34.290001,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.53,0,1,1.2,.0038000001,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,4.5500002,1,1,2.9300001,.0057999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.85,0,1,170.60001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.58,0,0,650.71002,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,.37,1,1,4.0999999,.0014,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,1.88,1,1,1.27,.0024000001,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.4400001,0,0,3.7,.00079999998,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-7.71,0,0,257.53,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-3.52,0,0,30.629999,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2.8399999,0,1,15.85,.0077999998,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-8.4399996,0,0,14.51,.0024000001,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.27,0,0,602.28998,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5,1.65,1,1,2.0899999,.0022,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.58,0,0,100.61,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,2.6099999,0,0,48.439999,.0012000001,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,3.8699999,0,0,15.02,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,.94,1,0,71.660004,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3.05,1,0,318.17001,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.1700001,0,0,25.67,.00060000003,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-9.8500004,1,1,10.47,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1.98,1,0,2.8499999,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-.60000002,1,1,6.46,.0024000001,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,3.6600001,0,0,11.71,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-.63999999,1,1,24.299999,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,3.8399999,0,0,5.6999998,.00039999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-9.8500004,0,0,70.559998,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-1.77,0,0,206.11,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2.1500001,1,1,1.4400001,.030999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.85,1,1,63.009998,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4.5,1,0,2.05,.0014,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-3.52,0,0,155.28999,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.0099999998,0,0,155.13,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-9.8500004,0,0,9.8400002,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,6.77,1,1,1.38,.0034,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-.40000001,0,0,736.28003,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.0999999,0,0,99.339996,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.71,0,0,104.06,.001,13,-404.38232,-1209.5294,-1528.6765,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.41,0,0,2.3,.00079999998,13,-404.38232,-1209.5294,-1528.6765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.96,0,0,21.639999,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-1.38,0,0,543.82001,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.27,0,0,168.8,0,13,-404.38232,-1209.5294,-1528.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.75,0,0,14.89,.00019999999,13,-404.38232,-1209.5294,-1528.6765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
